slice_region,region_id,region_area
24-36,blood_2080,136.0
24-37,blood_2081,158.5
24-38,blood_2082,506.0
24-39,blood_2085,179.0
24-40,blood_2086,169.0
24-41,blood_2087,370.5
24-42,blood_2088,479.5
24-43,blood_2094,148.0
24-44,blood_2095,785.0
24-45,blood_2098,559.5
24-46,blood_2099,160.0
24-47,blood_2101,337.5
24-48,blood_2102,767.0
24-49,blood_2104,136.0
24-50,blood_2105,5462.5
24-51,blood_2109,607.0
24-52,blood_2110,2896.0
24-53,blood_2111,186.0
24-54,blood_2112,196.0
24-55,blood_2113,391.5
24-56,blood_2115,132.0
24-57,blood_2116,2187.0
24-58,blood_2118,2910.5
24-59,blood_2120,236.5
24-60,blood_2122,231.5
24-61,blood_2123,288.5
24-62,blood_2125,1282.5
24-63,blood_2130,353.0
24-64,blood_2132,148.0
24-65,blood_2134,148.0
24-66,blood_2140,262.0
24-67,blood_2142,1838.5
24-68,blood_2144,12463.5
24-69,blood_2146,258.5
24-70,blood_2152,148.0
24-71,blood_2157,494.5
24-72,blood_2158,131.0
24-73,blood_2165,369.5
24-74,blood_2167,3197.5
24-75,blood_2168,673.0
24-76,blood_2169,5540.0
24-77,blood_2172,320.0
24-78,blood_2173,1116.0
24-79,blood_2174,2252.0
24-80,blood_2177,1878.0
24-81,blood_2179,15599.0
24-82,blood_2180,563.0
24-83,blood_2183,524.0
24-84,blood_2184,162.5
24-85,blood_2185,892.0
24-86,blood_2186,2807.5
24-87,blood_2188,198.5
24-88,blood_2189,1679.5
24-89,blood_2191,172.0
24-90,blood_2194,189.5
24-91,blood_2198,6108.0
24-92,blood_2200,2268.0
24-93,blood_2203,215.5
24-94,blood_2207,240.0
24-95,blood_2213,3248.0
24-96,blood_2215,450.5
24-97,blood_2220,614.0
24-98,blood_2222,2034.5
24-99,blood_2223,374.5
24-100,blood_2224,695.5
24-101,blood_2227,395.0
24-102,blood_2231,4932.5
24-103,blood_2235,416.5
24-104,blood_2237,136.0
24-105,blood_2250,179.0
24-106,blood_2251,148.0
24-107,blood_2252,8305.0
24-108,blood_2254,1356.0
24-109,blood_2263,540.0
24-110,blood_2265,575.5
24-111,blood_2267,136.0
24-112,blood_2272,148.0
24-113,blood_2273,242.5
24-114,blood_2279,2292.5
24-115,blood_2280,179.5
24-116,blood_2284,664.5
24-117,blood_2286,310.0
24-118,blood_2288,363.0
24-119,blood_2294,286.5
24-120,blood_2301,404.5
24-121,blood_2302,9465.0
24-122,blood_2303,457.5
24-123,blood_2305,178.0
24-124,blood_2311,551.5
24-125,blood_2319,404.5
24-126,blood_2321,454.5
24-127,blood_2324,297.5
24-128,blood_2327,120.0
24-129,blood_2336,1526.0
24-130,blood_2339,2006.0
24-131,blood_2341,4265.5
24-132,blood_2342,2119.0
24-133,blood_2345,148.0
24-134,blood_2348,209.5
24-135,blood_2350,158.5
24-136,blood_2353,1292.5
24-137,blood_2354,1732.0
24-138,blood_2357,229.5
24-139,blood_2359,216.0
24-140,blood_2362,157.5
24-141,blood_2365,228.5
24-142,blood_2367,320.0
24-143,blood_2370,326.0
24-144,blood_2371,767.5
24-145,blood_2374,346.0
24-146,blood_2376,8713.0
24-147,blood_2377,621.5
24-148,blood_2378,158.5
24-149,blood_2381,1047.0
24-150,blood_2386,136.0
24-151,blood_2390,343.0
24-152,blood_2392,1311.5
24-153,blood_2393,536.5
24-154,blood_2394,225.0
24-155,blood_2395,27398.5
24-156,blood_2398,285.5
24-157,blood_2401,866.5
24-158,blood_2404,421.5
24-159,blood_2407,484.0
24-160,blood_2408,656.5
24-161,blood_2413,301.5
24-162,blood_2417,845.0
24-163,blood_2423,182.0
24-164,blood_2425,404.5
24-165,blood_2427,326.0
24-166,blood_2429,224.5
24-167,blood_2434,20320.5
24-168,blood_2436,378.0
24-169,blood_2437,8677.0
24-170,blood_2439,136.0
24-171,blood_2440,203.0
24-172,blood_2441,482.0
24-173,blood_2444,246.0
24-174,blood_2449,1702.0
24-175,blood_2451,218.5
24-176,blood_2453,462.0
24-177,blood_2458,358.5
24-178,blood_2462,148.0
24-179,blood_2465,158.5
24-180,blood_2466,320.0
24-181,blood_2470,15320.5
24-182,blood_2472,311.5
24-183,blood_2478,160.0
24-184,blood_2483,148.0
24-185,blood_2488,332.5
24-186,blood_2502,192.0
24-187,blood_2503,410.0
24-188,blood_2515,136.0
24-189,blood_2516,454.0
24-190,blood_2525,218.5
24-191,blood_2535,193.0
25-0,blood_2011,9184.5
25-1,blood_2013,8453.5
25-2,blood_2015,731.5
25-3,blood_2017,1975.5
25-4,blood_2023,375.0
25-5,blood_2026,13277.0
25-6,blood_2027,1194.5
25-7,blood_2028,710.5
25-8,blood_2029,791.0
25-9,blood_2031,190.0
25-10,blood_2034,298.5
25-11,blood_2035,537.5
25-12,blood_2038,132.0
25-13,blood_2039,156.0
25-14,blood_2040,3055.5
25-15,blood_2041,184.5
25-16,blood_2042,184.0
25-17,blood_2043,280.0
25-18,blood_2048,3900.0
25-19,blood_2049,161.0
25-20,blood_2052,236.5
25-21,blood_2053,338.0
25-22,blood_2055,342.0
25-23,blood_2057,188.5
25-24,blood_2058,286.5
25-25,blood_2060,5138.5
25-26,blood_2063,9349.0
25-27,blood_2066,777.0
25-28,blood_2067,231.5
25-29,blood_2070,2868.0
25-30,blood_2073,169.0
25-31,blood_2078,2714.5
25-32,blood_2079,2450.5
25-33,blood_2083,1181.0
25-34,blood_2084,4959.0
25-35,blood_2089,128.0
25-36,blood_2090,295.5
25-37,blood_2091,121.0
25-38,blood_2092,799.0
25-39,blood_2093,309.5
25-40,blood_2096,570.5
25-41,blood_2097,348.5
25-42,blood_2100,350.0
25-43,blood_2103,271.0
25-44,blood_2106,2004.5
25-45,blood_2107,1839.5
25-46,blood_2108,301.0
25-47,blood_2114,590.0
25-48,blood_2117,469.5
25-49,blood_2119,1240.5
25-50,blood_2121,977.0
25-51,blood_2124,567.5
25-52,blood_2126,400.0
25-53,blood_2127,2040.0
25-54,blood_2128,1128.0
25-55,blood_2129,127.0
25-56,blood_2131,136.0
25-57,blood_2133,2169.0
25-58,blood_2135,3919.0
25-59,blood_2136,809.5
25-60,blood_2137,1298.5
25-61,blood_2138,970.5
25-62,blood_2139,136.0
25-63,blood_2141,8263.5
25-64,blood_2143,9653.5
25-65,blood_2145,665.0
25-66,blood_2147,1055.5
25-67,blood_2148,332.5
25-68,blood_2149,136.0
25-69,blood_2150,238.0
25-70,blood_2153,392.0
25-71,blood_2154,639.5
25-72,blood_2155,158.5
25-73,blood_2156,185.5
25-74,blood_2159,824.0
25-75,blood_2160,370.0
25-76,blood_2161,235.0
25-77,blood_2162,1256.0
25-78,blood_2163,483.0
25-79,blood_2166,1243.5
25-80,blood_2170,10723.0
25-81,blood_2175,152.0
25-82,blood_2178,407.5
25-83,blood_2181,1287.0
25-84,blood_2182,248.5
25-85,blood_2187,1260.0
25-86,blood_2190,182.0
25-87,blood_2192,1566.0
25-88,blood_2193,372.5
25-89,blood_2195,1087.5
25-90,blood_2197,160.0
25-91,blood_2199,471.0
25-92,blood_2201,413.5
25-93,blood_2204,169.0
25-94,blood_2205,686.0
25-95,blood_2206,223.5
25-96,blood_2208,178.0
25-97,blood_2209,1087.5
25-98,blood_2210,2226.0
25-99,blood_2211,299.0
25-100,blood_2216,128.0
25-101,blood_2219,1020.5
25-102,blood_2221,308.5
25-103,blood_2225,136.0
25-104,blood_2226,530.0
25-105,blood_2228,570.5
25-106,blood_2229,136.0
25-107,blood_2230,148.0
25-108,blood_2233,262.5
25-109,blood_2234,3278.5
25-110,blood_2236,1638.5
25-111,blood_2239,158.5
25-112,blood_2240,136.0
25-113,blood_2242,1164.0
25-114,blood_2244,136.0
25-115,blood_2245,136.0
25-116,blood_2247,1242.0
25-117,blood_2248,171.5
25-118,blood_2253,213.5
25-119,blood_2255,283.5
25-120,blood_2256,432.5
25-121,blood_2257,180.5
25-122,blood_2258,185.5
25-123,blood_2261,1643.0
25-124,blood_2264,7262.5
25-125,blood_2266,5636.5
25-126,blood_2268,2152.0
25-127,blood_2271,3095.0
25-128,blood_2274,9614.5
25-129,blood_2275,1409.5
25-130,blood_2276,246.5
25-131,blood_2281,1256.0
25-132,blood_2282,608.5
25-133,blood_2287,186.5
25-134,blood_2289,178.0
25-135,blood_2291,156.5
25-136,blood_2292,1599.5
25-137,blood_2295,262.0
25-138,blood_2297,282.0
25-139,blood_2298,213.5
25-140,blood_2299,284.0
25-141,blood_2300,1012.5
25-142,blood_2304,136.0
25-143,blood_2306,339.5
25-144,blood_2307,136.0
25-145,blood_2314,555.0
25-146,blood_2315,136.0
25-147,blood_2322,4990.5
25-148,blood_2330,711.0
25-149,blood_2333,237.0
25-150,blood_2338,567.5
25-151,blood_2343,209.5
25-152,blood_2347,238.0
25-153,blood_2355,206.5
25-154,blood_2356,426.0
25-155,blood_2360,262.5
25-156,blood_2363,284.0
25-157,blood_2364,616.5
25-158,blood_2366,522.0
25-159,blood_2369,543.5
25-160,blood_2375,372.5
25-161,blood_2379,2434.0
25-162,blood_2380,226.5
25-163,blood_2384,531.0
25-164,blood_2387,989.5
25-165,blood_2389,197.0
25-166,blood_2391,15235.0
25-167,blood_2400,183.0
25-168,blood_2402,169.0
25-169,blood_2403,171.5
25-170,blood_2405,824.5
25-171,blood_2406,322.0
25-172,blood_2409,8663.0
25-173,blood_2411,326.5
25-174,blood_2414,158.5
25-175,blood_2418,1953.5
25-176,blood_2420,216.0
25-177,blood_2424,248.5
25-178,blood_2430,476.0
25-179,blood_2432,464.0
25-180,blood_2435,1462.0
25-181,blood_2442,293.5
25-182,blood_2443,148.0
25-183,blood_2445,367.5
25-184,blood_2446,266.5
25-185,blood_2447,1017.0
25-186,blood_2450,961.5
25-187,blood_2452,3895.5
25-188,blood_2455,313.5
25-189,blood_2459,181.5
25-190,blood_2461,136.0
25-191,blood_2463,260.5
25-192,blood_2464,2411.5
25-193,blood_2468,158.5
25-194,blood_2469,171.5
25-195,blood_2471,651.5
25-196,blood_2473,197.0
25-197,blood_2475,376.0
25-198,blood_2477,612.5
25-199,blood_2485,530.0
26-0,blood_2151,34703.0
26-1,blood_2164,181.5
26-2,blood_2171,587.5
26-3,blood_2176,902.5
26-4,blood_2196,9384.0
26-5,blood_2202,179.5
26-6,blood_2212,188.0
26-7,blood_2214,961.5
26-8,blood_2217,232.0
26-9,blood_2218,182.5
26-10,blood_2232,258.0
26-11,blood_2238,432.5
26-12,blood_2241,236.5
26-13,blood_2243,136.0
26-14,blood_2246,124.0
26-15,blood_2249,570.5
26-16,blood_2259,455.5
26-17,blood_2260,767.5
26-18,blood_2262,148.0
26-19,blood_2269,158.5
26-20,blood_2270,240.0
26-21,blood_2277,315.5
26-22,blood_2278,2327.0
26-23,blood_2283,8477.5
26-24,blood_2285,136.0
26-25,blood_2290,150.5
26-26,blood_2293,526.5
26-27,blood_2296,4540.0
26-28,blood_2308,171.5
26-29,blood_2309,165.0
26-30,blood_2310,176.0
26-31,blood_2313,377.5
26-32,blood_2316,171.0
26-33,blood_2317,465.5
26-34,blood_2318,128.0
26-35,blood_2320,558.5
26-36,blood_2323,439.5
26-37,blood_2325,167.0
26-38,blood_2326,366.5
26-39,blood_2328,20008.5
26-40,blood_2329,1241.5
26-41,blood_2331,282.0
26-42,blood_2332,978.0
26-43,blood_2334,169.0
26-44,blood_2335,2424.0
26-45,blood_2337,6152.5
26-46,blood_2340,961.0
26-47,blood_2344,148.0
26-48,blood_2346,449.0
26-49,blood_2349,169.0
26-50,blood_2351,200.0
26-51,blood_2352,1758.0
26-52,blood_2358,421.5
26-53,blood_2361,9942.5
26-54,blood_2368,1922.0
26-55,blood_2372,158.5
26-56,blood_2373,18293.0
26-57,blood_2382,2331.5
26-58,blood_2383,3272.0
26-59,blood_2385,268.0
26-60,blood_2388,136.0
26-61,blood_2396,1042.0
26-62,blood_2397,396.5
26-63,blood_2399,1663.0
26-64,blood_2410,315.5
26-65,blood_2412,598.5
26-66,blood_2415,1211.5
26-67,blood_2416,12005.5
26-68,blood_2419,291.5
26-69,blood_2421,274.0
26-70,blood_2422,160.0
26-71,blood_2426,9171.0
26-72,blood_2428,10917.0
26-73,blood_2431,551.5
26-74,blood_2433,257.0
26-75,blood_2438,2751.0
26-76,blood_2448,333.5
26-77,blood_2454,447.5
26-78,blood_2457,9379.0
26-79,blood_2460,8208.0
26-80,blood_2467,792.0
26-81,blood_2474,268.0
26-82,blood_2476,812.0
26-83,blood_2479,291.5
26-84,blood_2481,265.0
26-85,blood_2482,13349.5
26-86,blood_2484,2049.0
26-87,blood_2486,128.0
26-88,blood_2487,882.5
26-89,blood_2489,158.5
26-90,blood_2490,185.5
26-91,blood_2491,400.0
26-92,blood_2492,1124.0
26-93,blood_2493,197.0
26-94,blood_2494,547.0
26-95,blood_2495,589.5
26-96,blood_2497,1791.0
26-97,blood_2498,2261.5
26-98,blood_2499,133.0
26-99,blood_2500,359.0
26-100,blood_2501,651.5
26-101,blood_2504,328.0
26-102,blood_2505,765.0
26-103,blood_2506,1998.0
26-104,blood_2507,136.0
26-105,blood_2508,535.5
26-106,blood_2509,136.0
26-107,blood_2510,265.5
26-108,blood_2511,158.5
26-109,blood_2512,184.0
26-110,blood_2513,402.0
26-111,blood_2517,178.5
26-112,blood_2519,1764.0
26-113,blood_2521,160.0
26-114,blood_2523,160.0
26-115,blood_2524,196.0
26-116,blood_2526,6448.5
26-117,blood_2527,136.0
26-118,blood_2528,2574.5
26-119,blood_2529,339.0
26-120,blood_2530,1021.0
26-121,blood_2531,672.5
26-122,blood_2532,136.0
26-123,blood_2533,1684.5
26-124,blood_2534,871.5
26-125,blood_2536,525.5
26-126,blood_2537,658.0
26-127,blood_2538,1492.5
26-128,blood_2539,637.0
26-129,blood_2540,2089.0
26-130,blood_2541,2901.0
26-131,blood_2542,181.0
26-132,blood_2543,13164.0
26-133,blood_2544,136.0
26-134,blood_2545,703.0
26-135,blood_2546,410.5
26-136,blood_2547,349.5
26-137,blood_2548,145.5
26-138,blood_2549,408.5
26-139,blood_2550,330.5
26-140,blood_2551,527.0
26-141,blood_2553,425.0
26-142,blood_2555,183.0
26-143,blood_2556,1832.5
26-144,blood_2557,294.5
26-145,blood_2558,164.5
26-146,blood_2559,194.0
26-147,blood_2560,1069.5
26-148,blood_2561,148.0
26-149,blood_2562,613.5
26-150,blood_2563,2664.5
26-151,blood_2564,279.5
26-152,blood_2566,435.0
26-153,blood_2567,23460.5
26-154,blood_2568,3002.0
26-155,blood_2570,202.5
26-156,blood_2571,248.0
26-157,blood_2572,202.0
26-158,blood_2573,8547.5
26-159,blood_2574,30304.0
26-160,blood_2575,271.5
26-161,blood_2578,23674.0
26-162,blood_2580,136.0
26-163,blood_2581,572.0
26-164,blood_2582,305.5
26-165,blood_2583,190.0
26-166,blood_2585,300.5
26-167,blood_2586,444.0
26-168,blood_2587,136.0
26-169,blood_2591,267.5
26-170,blood_2592,160.0
26-171,blood_2593,3165.0
26-172,blood_2594,177.0
26-173,blood_2595,929.5
26-174,blood_2596,185.5
26-175,blood_2597,643.5
26-176,blood_2598,197.0
26-177,blood_2600,2028.0
26-178,blood_2601,181.5
26-179,blood_2602,136.0
26-180,blood_2603,1108.0
26-181,blood_2604,281.0
26-182,blood_2605,174.0
26-183,blood_2607,408.0
26-184,blood_2609,156.0
26-185,blood_2610,156.0
26-186,blood_2611,310.5
26-187,blood_2612,243.5
26-188,blood_2614,293.5
27-0,blood_2496,3235.0
27-1,blood_2514,7487.0
27-2,blood_2518,139.0
27-3,blood_2520,324.0
27-4,blood_2522,504.5
27-5,blood_2552,3533.0
27-6,blood_2576,1278.5
27-7,blood_2577,141.0
27-8,blood_2579,6021.5
27-9,blood_2584,230.0
27-10,blood_2588,156.0
27-11,blood_2589,2383.5
27-12,blood_2590,296.5
27-13,blood_2599,4012.0
27-14,blood_2606,813.5
27-15,blood_2608,193.0
27-16,blood_2613,471.0
27-17,blood_2615,1587.5
27-18,blood_2616,226.0
27-19,blood_2617,945.0
27-20,blood_2618,6185.0
27-21,blood_2619,1794.0
27-22,blood_2620,1216.0
27-23,blood_2621,136.0
27-24,blood_2622,1113.0
27-25,blood_2623,385.5
27-26,blood_2624,1129.0
27-27,blood_2625,2883.0
27-28,blood_2626,639.5
27-29,blood_2627,324.5
27-30,blood_2628,355.0
27-31,blood_2629,584.0
27-32,blood_2630,2293.0
27-33,blood_2631,180.5
27-34,blood_2632,1152.0
27-35,blood_2633,288.0
27-36,blood_2634,252.0
27-37,blood_2635,194.5
27-38,blood_2636,798.5
27-39,blood_2637,509.5
27-40,blood_2638,213.0
27-41,blood_2639,277.0
27-42,blood_2640,917.5
27-43,blood_2641,888.0
27-44,blood_2642,136.0
27-45,blood_2643,346.0
27-46,blood_2644,3366.5
27-47,blood_2645,1528.0
27-48,blood_2646,268.5
27-49,blood_2647,714.0
27-50,blood_2648,307.5
27-51,blood_2649,555.0
27-52,blood_2650,1804.5
27-53,blood_2651,243.0
27-54,blood_2652,158.5
27-55,blood_2653,197.0
27-56,blood_2654,704.5
27-57,blood_2655,388.0
27-58,blood_2656,1992.0
27-59,blood_2657,323.0
27-60,blood_2658,207.0
27-61,blood_2659,855.5
27-62,blood_2660,820.5
27-63,blood_2661,873.0
27-64,blood_2662,345.0
27-65,blood_2663,4095.5
27-66,blood_2664,1381.5
27-67,blood_2665,1832.5
27-68,blood_2666,755.5
27-69,blood_2667,633.0
27-70,blood_2668,1133.5
27-71,blood_2669,247.0
27-72,blood_2670,3643.5
27-73,blood_2671,261.5
27-74,blood_2672,190.0
27-75,blood_2673,136.0
27-76,blood_2674,195.0
27-77,blood_2675,359.5
27-78,blood_2676,435.0
27-79,blood_2677,430.0
27-80,blood_2678,154.0
27-81,blood_2679,237.0
27-82,blood_2680,156.0
27-83,blood_2681,262.0
27-84,blood_2682,1016.5
27-85,blood_2683,152.0
27-86,blood_2684,254.0
27-87,blood_2685,313.0
27-88,blood_2686,175.0
27-89,blood_2687,306.5
27-90,blood_2688,238.0
27-91,blood_2689,438.0
27-92,blood_2690,207.5
27-93,blood_2691,991.5
27-94,blood_2692,188.0
27-95,blood_2693,475.5
27-96,blood_2694,290.5
27-97,blood_2695,208.0
27-98,blood_2696,268.0
27-99,blood_2697,181.5
27-100,blood_2698,205.0
27-101,blood_2699,305.0
27-102,blood_2700,198.5
27-103,blood_2701,170.0
27-104,blood_2702,148.0
27-105,blood_2703,1937.5
27-106,blood_2704,140.0
27-107,blood_2705,237.5
27-108,blood_2706,240.5
27-109,blood_2707,136.0
27-110,blood_2709,480.0
27-111,blood_2710,194.5
27-112,blood_2711,3383.0
